BASE,cond,couple,dataset,group,maskdistill,probe,rel_rot,rel_tdir,rkd_sh_a,rkd_sh_d,scene,state
2.1654906272888184,clean,0.25887978076934814,scannetpp,lora_early,0.29399824142456055,probe0,0.5307644009590149,3.437288761138916,0.8682843446731567,0.3586738705635071,09c1414f1b,theta0
1.0212798118591309,clean,0.12456800788640976,scannetpp,lora_late,0.16107511520385742,probe0,0.28020182251930237,1.6044609546661377,0.3983420133590698,0.15644794702529907,09c1414f1b,theta0
0.19573557376861572,clean,0.0236374419182539,scannetpp,cam_token,0.021475274115800858,probe0,0.05917327478528023,0.3138084411621094,0.08015116304159164,0.03275094926357269,09c1414f1b,theta0
2.4022228717803955,clean,0.2882614731788635,scannetpp,ALL,0.335918664932251,probe0,0.6030964851379395,3.8062744140625,0.9586544632911682,0.392677366733551,09c1414f1b,theta0
2.3513948917388916,m0,0.422214537858963,scannetpp,lora_early,0.26938194036483765,probe0,6.607545375823975,2.871931552886963,1.0043110847473145,0.2527742385864258,09c1414f1b,theta0
0.8718753457069397,m0,0.16965556144714355,scannetpp,lora_late,0.09324464946985245,probe0,2.3883113861083984,1.068378210067749,0.3719402551651001,0.09788214415311813,09c1414f1b,theta0
0.1491377353668213,m0,0.026222115382552147,scannetpp,cam_token,0.012288117781281471,probe0,0.43166330456733704,0.18918216228485107,0.06357001513242722,0.020688682794570923,09c1414f1b,theta0
2.512263298034668,m0,0.45578035712242126,scannetpp,ALL,0.285328209400177,probe0,7.039177417755127,3.0700509548187256,1.0728566646575928,0.2718524634838104,09c1414f1b,theta0
2.2873375415802,clean,0.1018349751830101,scannetpp,lora_early,0.14268283545970917,probe1,27.77202796936035,4.01709508895874,1.5183290243148804,0.05306259170174599,09c1414f1b,theta0
0.6097509264945984,clean,0.035643454641103745,scannetpp,lora_late,0.0456995889544487,probe1,6.845513820648193,1.1405091285705566,0.3897485136985779,0.022956285625696182,09c1414f1b,theta0
0.08849392831325531,clean,0.004789925646036863,scannetpp,cam_token,0.007512548007071018,probe1,1.1450453996658325,0.16775530576705933,0.05891731008887291,0.002837792504578829,09c1414f1b,theta0
2.368868827819824,clean,0.10799890011548996,scannetpp,ALL,0.15001094341278076,probe1,28.626171112060547,4.179229259490967,1.5686613321304321,0.05788508430123329,09c1414f1b,theta0
6.150264739990234,m0,0.948553204536438,scannetpp,lora_early,0.17014460265636444,probe1,134.460205078125,4.859346389770508,2.546475887298584,0.8262181282043457,09c1414f1b,theta0
0.7562413811683655,m0,0.1352827399969101,scannetpp,lora_late,0.03096051886677742,probe1,17.97718620300293,0.5961344838142395,0.3050149083137512,0.09958609938621521,09c1414f1b,theta0
0.1651005744934082,m0,0.02668774127960205,scannetpp,cam_token,0.00537085859104991,probe1,3.7235050201416016,0.13914917409420013,0.0680413544178009,0.023220239207148552,09c1414f1b,theta0
6.198782920837402,m0,0.9585232138633728,scannetpp,ALL,0.17302191257476807,probe1,135.70773315429688,4.8977532386779785,2.5655806064605713,0.8325220346450806,09c1414f1b,theta0
1.281510353088379,clean,0.24584268033504486,scannetpp,lora_early,0.6212196350097656,probe0,0.6381466388702393,1.756335735321045,0.3881516456604004,0.193163201212883,09c1414f1b,theta_base
0.7469812035560608,clean,0.13045623898506165,scannetpp,lora_late,0.29195114970207214,probe0,0.3451234996318817,1.0726406574249268,0.24159102141857147,0.1039445549249649,09c1414f1b,theta_base
0.08863521367311478,clean,0.018305258825421333,scannetpp,cam_token,0.052614279091358185,probe0,0.08670943230390549,0.11924536526203156,0.026252133771777153,0.015224019065499306,09c1414f1b,theta_base
1.4859697818756104,clean,0.27891314029693604,scannetpp,ALL,0.6884167194366455,probe0,0.730657160282135,2.061429738998413,0.45794880390167236,0.21988238394260406,09c1414f1b,theta_base
2.6221742630004883,m0,0.5232254266738892,scannetpp,lora_early,0.2955351173877716,probe0,7.760138034820557,2.678339958190918,1.0328119993209839,0.33251091837882996,09c1414f1b,theta_base
1.0384563207626343,m0,0.1984402984380722,scannetpp,lora_late,0.10790722072124481,probe0,2.220062017440796,1.0983264446258545,0.4201512038707733,0.13696442544460297,09c1414f1b,theta_base
0.16228482127189636,m0,0.031247295439243317,scannetpp,cam_token,0.011303938925266266,probe0,0.37098386883735657,0.1687433421611786,0.0640096664428711,0.0249165091663599,09c1414f1b,theta_base
2.8249824047088623,m0,0.5604639053344727,scannetpp,ALL,0.3148218095302582,probe0,8.079977989196777,2.8997068405151367,1.1168370246887207,0.36047691106796265,09c1414f1b,theta_base
1.4914186000823975,clean,0.09560839086771011,scannetpp,lora_early,0.160678893327713,probe1,18.70371437072754,2.897327423095703,0.980802595615387,0.07362953573465347,09c1414f1b,theta_base
0.6922415494918823,clean,0.042928487062454224,scannetpp,lora_late,0.057466767728328705,probe1,7.906144142150879,1.317745566368103,0.43952080607414246,0.02715696394443512,09c1414f1b,theta_base
0.08181661367416382,clean,0.0046949805691838264,scannetpp,cam_token,0.006967608351260424,probe1,0.8203592896461487,0.1594705730676651,0.0535595528781414,0.0038139051757752895,09c1414f1b,theta_base
1.6462751626968384,clean,0.10490882396697998,scannetpp,ALL,0.17078842222690582,probe1,20.32262420654297,3.1869094371795654,1.0761138200759888,0.07857070118188858,09c1414f1b,theta_base
4.865444660186768,m0,0.6102747917175293,scannetpp,lora_early,0.07983586192131042,probe1,118.98965454101562,5.356626987457275,2.3927290439605713,0.4803633987903595,09c1414f1b,theta_base
0.7205992341041565,m0,0.10827720165252686,scannetpp,lora_late,0.02720281295478344,probe1,16.834911346435547,0.8251326084136963,0.3471662700176239,0.06904656440019608,09c1414f1b,theta_base
0.12261122465133667,m0,0.016501352190971375,scannetpp,cam_token,0.0046202619560062885,probe1,3.0063843727111816,0.1351616531610489,0.060539305210113525,0.0122307650744915,09c1414f1b,theta_base
4.920045852661133,m0,0.6200254559516907,scannetpp,ALL,0.08446954935789108,probe1,120.21226501464844,5.421490669250488,2.418541193008423,0.48545441031455994,09c1414f1b,theta_base
1.307927131652832,clean,0.21595875918865204,scannetpp,lora_early,0.5259496569633484,probe0,0.7092613577842712,1.8945013284683228,0.4607531726360321,0.2263236790895462,09c1414f1b,theta_rel
0.7510671615600586,clean,0.11460577696561813,scannetpp,lora_late,0.25319185853004456,probe0,0.37432166934013367,1.1030206680297852,0.2652173936367035,0.11339811235666275,09c1414f1b,theta_rel
0.08617699891328812,clean,0.014404336921870708,scannetpp,cam_token,0.04489422217011452,probe0,0.0983184278011322,0.12774251401424408,0.03201299533247948,0.017786072567105293,09c1414f1b,theta_rel
1.5106958150863647,clean,0.24490845203399658,scannetpp,ALL,0.5854439735412598,probe0,0.8079819679260254,2.195930004119873,0.5325961112976074,0.2537674009799957,09c1414f1b,theta_rel
3.126768112182617,m0,0.5707600712776184,scannetpp,lora_early,0.2889033257961273,probe0,7.090404510498047,3.921593189239502,1.3265089988708496,0.3382992148399353,09c1414f1b,theta_rel
1.1498034000396729,m0,0.19460521638393402,scannetpp,lora_late,0.11005835235118866,probe0,2.8848791122436523,1.4118454456329346,0.49947890639305115,0.12909774482250214,09c1414f1b,theta_rel
0.23963049054145813,m0,0.033950094133615494,scannetpp,cam_token,0.014636403881013393,probe0,0.470127135515213,0.28906533122062683,0.10400077700614929,0.02933015301823616,09c1414f1b,theta_rel
3.3400821685791016,m0,0.6039791703224182,scannetpp,ALL,0.30950313806533813,probe0,7.669249057769775,4.178009033203125,1.4212393760681152,0.36328068375587463,09c1414f1b,theta_rel
1.5065726041793823,clean,0.0979313999414444,scannetpp,lora_early,0.1693384200334549,probe1,32.15534973144531,2.7080745697021484,1.0165252685546875,0.05923343449831009,09c1414f1b,theta_rel
0.5579208731651306,clean,0.04243317246437073,scannetpp,lora_late,0.05432402715086937,probe1,7.15137243270874,1.0869358777999878,0.3533347249031067,0.02517136186361313,09c1414f1b,theta_rel
0.07983662933111191,clean,0.0048780678771436214,scannetpp,cam_token,0.006945520173758268,probe1,1.216863989830017,0.1585310697555542,0.05278686806559563,0.0031392418313771486,09c1414f1b,theta_rel
1.6085429191589355,clean,0.10684067010879517,scannetpp,ALL,0.17797426879405975,probe1,32.96345520019531,2.9223670959472656,1.0774763822555542,0.0644364207983017,09c1414f1b,theta_rel
6.075760841369629,m0,0.8929742574691772,scannetpp,lora_early,0.10707657039165497,probe1,150.48858642578125,5.517883777618408,2.7148849964141846,0.691900372505188,09c1414f1b,theta_rel
0.9120299220085144,m0,0.15664641559123993,scannetpp,lora_late,0.03058919496834278,probe1,23.83681869506836,0.8207716345787048,0.39469099044799805,0.10211561620235443,09c1414f1b,theta_rel
0.15609991550445557,m0,0.026082586497068405,scannetpp,cam_token,0.004722687881439924,probe1,4.026633262634277,0.13876527547836304,0.06823669373989105,0.017850400879979134,09c1414f1b,theta_rel
6.145814418792725,m0,0.906984806060791,scannetpp,ALL,0.11146027594804764,probe1,152.4179229736328,5.580319404602051,2.7442736625671387,0.6996229887008667,09c1414f1b,theta_rel
0.0051247733645141125,clean,0.001259184442460537,scannetpp,lora_early,0.005207931622862816,probe0,0.00045494799269363284,0.0008783531375229359,0.00015191918646451086,0.0001968281576409936,1ada7a0617,theta0
0.0020482249092310667,clean,0.0005637936410494149,scannetpp,lora_late,0.0018495246767997742,probe0,0.0005998494452796876,0.0012682453962042928,0.00020430964650586247,0.00027979802689515054,1ada7a0617,theta0
0.0012760292738676071,clean,9.251686424249783e-05,scannetpp,cam_token,0.0012282658135518432,probe0,8.660163439344615e-05,0.00018225204257760197,3.236632255720906e-05,2.9141689083189704e-05,1ada7a0617,theta0
0.0056645190343260765,clean,0.0013827393995597959,scannetpp,ALL,0.005661442410200834,probe0,0.0007578237564302981,0.0015534369740635157,0.0002566504408605397,0.0003433329111430794,1ada7a0617,theta0
0.03137604147195816,m0,0.00213065673597157,scannetpp,lora_early,0.03159227594733238,probe0,0.0003954088897444308,0.005868257023394108,0.0007906004320830107,9.690142178442329e-05,1ada7a0617,theta0
0.005549606401473284,m0,0.001935220556333661,scannetpp,lora_late,0.004978029057383537,probe0,0.00042914043297059834,0.004200268536806107,0.0006857961998321116,0.00011469736637081951,1ada7a0617,theta0
0.004080506507307291,m0,0.0002633139374665916,scannetpp,cam_token,0.004005295690149069,probe0,9.314687486039475e-05,0.00057447754079476,0.00010793290857691318,2.068208050332032e-05,1ada7a0617,theta0
0.032123271375894547,m0,0.002890347968786955,scannetpp,ALL,0.0322318933904171,probe0,0.0005909196333959699,0.007239386439323425,0.0010521477088332176,0.00015156886365730315,1ada7a0617,theta0
0.007007164414972067,clean,0.0012874746462330222,scannetpp,lora_early,0.007062520366162062,probe1,0.00013246627349872142,0.0005669391830451787,0.000724220706615597,6.157839379739016e-05,1ada7a0617,theta0
0.004395967815071344,clean,0.002228670986369252,scannetpp,lora_late,0.0015662270598113537,probe1,0.0002676824515219778,0.0016121426597237587,0.0019591390155255795,0.0001482705702073872,1ada7a0617,theta0
0.0022093665320426226,clean,0.0002866096911020577,scannetpp,cam_token,0.002084702719002962,probe1,3.399596971576102e-05,0.00032500867382623255,0.00039359572110697627,1.8133059711544774e-05,1ada7a0617,theta0
0.008561903610825539,clean,0.0025897317100316286,scannetpp,ALL,0.007528495509177446,probe1,0.0003005943144671619,0.0017395558534190059,0.0021254736930131912,0.00016157001664396375,1ada7a0617,theta0
0.045110009610652924,m0,0.013126063160598278,scannetpp,lora_early,0.036537859588861465,probe1,0.002906846348196268,0.007679669186472893,0.003467452246695757,0.0005619581206701696,1ada7a0617,theta0
0.016928786411881447,m0,0.006056035868823528,scannetpp,lora_late,0.013491153717041016,probe1,0.0021705233957618475,0.007698657922446728,0.0027329798322170973,0.0003689655859488994,1ada7a0617,theta0
0.005252410192042589,m0,0.0008433455950580537,scannetpp,cam_token,0.0046039302833378315,probe1,0.0003540467005223036,0.0012353711063042283,0.000558441155590117,4.384159547043964e-05,1ada7a0617,theta0
0.048467352986335754,m0,0.014480342157185078,scannetpp,ALL,0.039220180362463,probe1,0.003645034506917,0.010944075882434845,0.004450197331607342,0.0006736873183399439,1ada7a0617,theta0
0.0120185362175107,clean,0.004106337670236826,scannetpp,lora_early,0.009298558346927166,probe0,0.002077985554933548,0.002704634563997388,0.0006114918505772948,0.0003139268374070525,1ada7a0617,theta_base
0.0034201384987682104,clean,0.0012203274527564645,scannetpp,lora_late,0.0025677562225610018,probe0,0.0009239026694558561,0.0016473520081490278,0.0003263838589191437,0.00021487446792889386,1ada7a0617,theta_base
0.0011872824979946017,clean,0.00020394808962009847,scannetpp,cam_token,0.001181520172394812,probe0,0.00013835064601153135,0.00024078077694866806,5.0700644351309165e-05,2.1276284314808436e-05,1ada7a0617,theta_base
0.012551980093121529,clean,0.00428868317976594,scannetpp,ALL,0.009718670509755611,probe0,0.002278324216604233,0.0031759708654135466,0.0006949958624318242,0.00038101678364910185,1ada7a0617,theta_base
0.03887275233864784,m0,0.0035823900252580643,scannetpp,lora_early,0.039293479174375534,probe0,0.0006629641284234822,0.005950849503278732,0.0007250896305777133,6.78614669595845e-05,1ada7a0617,theta_base
0.006200970616191626,m0,0.0019846970681101084,scannetpp,lora_late,0.005666197743266821,probe0,0.0004925190005451441,0.004419335629791021,0.000730633269995451,8.876946230884641e-05,1ada7a0617,theta_base
0.003949918318539858,m0,0.00025786299374885857,scannetpp,cam_token,0.003969933371990919,probe0,9.67324958764948e-05,0.0005532040377147496,0.0001056955152307637,1.5761861504870467e-05,1ada7a0617,theta_base
0.039561908692121506,m0,0.004103539045900106,scannetpp,ALL,0.039897918701171875,probe0,0.0008315368904732168,0.007432979065924883,0.0010347712086513638,0.00011284339416306466,1ada7a0617,theta_base
0.009102299809455872,clean,0.0011139035923406482,scannetpp,lora_early,0.00901110004633665,probe1,0.00021284552349243313,0.0003128476964775473,0.000449212035164237,5.180104562896304e-05,1ada7a0617,theta_base
0.0038085596170276403,clean,0.0021342842373996973,scannetpp,lora_late,0.0016724779270589352,probe1,0.00042581348679959774,0.0010935257887467742,0.0015870603965595365,0.00013520610809791833,1ada7a0617,theta_base
0.0022955965250730515,clean,0.0002746792742982507,scannetpp,cam_token,0.0021712882444262505,probe1,5.675350621459074e-05,0.00019765531760640442,0.00029561115661635995,1.917430381581653e-05,1ada7a0617,theta_base
0.010130486451089382,clean,0.0024230971466749907,scannetpp,ALL,0.009418683126568794,probe1,0.00047941767843440175,0.0011544435983523726,0.0016756902914494276,0.0001460537314414978,1ada7a0617,theta_base
0.04382890462875366,m0,0.01233904529362917,scannetpp,lora_early,0.03772927448153496,probe1,0.0025637957733124495,0.00858704000711441,0.004071418661624193,0.0005607386119663715,1ada7a0617,theta_base
0.017036225646734238,m0,0.007153130602091551,scannetpp,lora_late,0.014039517380297184,probe1,0.002279735403135419,0.00814181100577116,0.002997372066602111,0.000371275789802894,1ada7a0617,theta_base
0.004748634994029999,m0,0.0009353129426017404,scannetpp,cam_token,0.004158690571784973,probe1,0.0003427520568948239,0.0011980406707152724,0.0005683676572516561,4.183745477348566e-05,1ada7a0617,theta_base
0.04726262018084526,m0,0.014293150044977665,scannetpp,ALL,0.04047098755836487,probe1,0.0034478572197258472,0.011893765069544315,0.005087605677545071,0.0006738129304721951,1ada7a0617,theta_base
0.004325598478317261,clean,0.0003483029722701758,scannetpp,lora_early,0.0042798579670488834,probe0,0.00027482653968036175,0.0007210858166217804,0.0001076290791388601,4.9012240197043866e-05,1ada7a0617,theta_rel
0.0024964765179902315,clean,0.0006421227008104324,scannetpp,lora_late,0.002224409719929099,probe0,0.0011812832672148943,0.001778791774995625,0.00034317761310376227,0.00020001450320705771,1ada7a0617,theta_rel
0.0012137743178755045,clean,8.173470996553078e-05,scannetpp,cam_token,0.0011933314381167293,probe0,0.00015147415979299694,0.00021888538321945816,4.635882578440942e-05,1.6514473827555776e-05,1ada7a0617,theta_rel
0.0051396931521594524,clean,0.0007350626401603222,scannetpp,ALL,0.0049688252620399,probe0,0.0012222537770867348,0.0019318321719765663,0.00036263486254028976,0.00020659314759541303,1ada7a0617,theta_rel
0.03238983824849129,m0,0.005223934538662434,scannetpp,lora_early,0.03143784776329994,probe0,0.0007107671699486673,0.006205341313034296,0.001089491881430149,0.0001692601217655465,1ada7a0617,theta_rel
0.007241222076117992,m0,0.0022848930675536394,scannetpp,lora_late,0.006678273901343346,probe0,0.0005276766023598611,0.004944915417581797,0.0008749904809519649,9.525914356345311e-05,1ada7a0617,theta_rel
0.0039037230890244246,m0,0.0003126062511000782,scannetpp,cam_token,0.003946029581129551,probe0,8.591359801357612e-05,0.0006263040122576058,0.0001236960815731436,1.416933628206607e-05,1ada7a0617,theta_rel
0.0334182009100914,m0,0.005710337311029434,scannetpp,ALL,0.032380685210227966,probe0,0.000889389484655112,0.007959315553307533,0.001402819063514471,0.0001947410055436194,1ada7a0617,theta_rel
0.010974287055432796,clean,0.0014561344869434834,scannetpp,lora_early,0.011893320828676224,probe1,0.00046995680895633996,0.000569043040741235,0.0009471678058616817,8.810384315438569e-05,1ada7a0617,theta_rel
0.004686172120273113,clean,0.002391571644693613,scannetpp,lora_late,0.001972341677173972,probe1,0.0007912514847703278,0.0015738990623503923,0.002131842542439699,0.0001337500725639984,1ada7a0617,theta_rel
0.0022680938709527254,clean,0.0002780196664389223,scannetpp,cam_token,0.0022323033772408962,probe1,0.00010765922343125567,0.00025646472931839526,0.00038186192978173494,1.9053180949413218e-05,1ada7a0617,theta_rel
