cond,couple,dataset,frames,input,maskdistill,rel_rot,rel_tdir,rkd_sh_a,rkd_sh_d,scene,state
m0,2.832678774211672e-06,scannetpp,109+114+132+155+157+163+276+306,probe1,0.1843775361776352,0.0005986432661302388,0.0007758637657389045,0.00010283083975082263,6.152645801194012e-05,21d970d8de,theta0
m1,5.3844745707465336e-05,scannetpp,109+114+132+155+157+163+276+306,probe1,0.17813065648078918,0.0002491224731784314,0.00016088287520688027,9.91197521216236e-05,1.2327836884651333e-05,21d970d8de,theta0
m2,0.0002988131018355489,scannetpp,109+114+132+155+157+163+276+306,probe1,0.182327002286911,0.0006886321352794766,0.0015399059047922492,0.001760006882250309,6.148777174530551e-05,21d970d8de,theta0
m3,0.00024195414152927697,scannetpp,109+114+132+155+157+163+276+306,probe1,0.17027217149734497,0.0006122245686128736,0.0009629428386688232,0.0005106392200104892,0.0003959363675676286,21d970d8de,theta0
clean,9.432110346097033e-06,scannetpp,56+85+100+167+195+218+258+302,probe0,0.024779196828603745,6.190250860527158e-05,0.0012543698539957404,0.0009472317760810256,0.00013217132072895765,21d970d8de,theta_base
m0,0.0009966151556000113,scannetpp,56+85+100+167+195+218+258+302,probe0,0.181751549243927,0.0004867275129072368,0.0023400387726724148,0.0019084460800513625,0.00019300109124742448,21d970d8de,theta_base
m1,0.00029632641235366464,scannetpp,56+85+100+167+195+218+258+302,probe0,0.18059061467647552,0.0002870618482120335,0.00029143691062927246,0.00037762089050374925,0.00020486056746449322,21d970d8de,theta_base
m2,0.000578306324314326,scannetpp,56+85+100+167+195+218+258+302,probe0,0.18016238510608673,0.0002577929408289492,0.0010850231628865004,0.000886624853592366,0.00022816930140834302,21d970d8de,theta_base
m3,0.0001435863960068673,scannetpp,56+85+100+167+195+218+258+302,probe0,0.1704348623752594,7.6696538599208e-05,0.00042063993168994784,0.0003948834491893649,4.668156907428056e-05,21d970d8de,theta_base
clean,6.442247695304104e-07,scannetpp,109+114+132+155+157+163+276+306,probe1,0.028182726353406906,0.00023722508922219276,0.0004398226737976074,0.00043820840073749423,2.5346322217956185e-05,21d970d8de,theta_base
m0,1.4966716435083072e-06,scannetpp,109+114+132+155+157+163+276+306,probe1,0.17890770733356476,0.0005175461410544813,0.000541945337317884,0.0001045429817168042,7.2360438934993e-05,21d970d8de,theta_base
m1,3.6412591725820675e-05,scannetpp,109+114+132+155+157+163+276+306,probe1,0.17181579768657684,0.0002451138570904732,0.00022036831069272012,0.0001565496640978381,1.1728490790119395e-05,21d970d8de,theta_base
m2,0.00010407696390757337,scannetpp,109+114+132+155+157+163+276+306,probe1,0.17303355038166046,0.0005994744133204222,0.00033427280141040683,0.00017806430696509778,2.0417688574525528e-05,21d970d8de,theta_base
m3,1.4055992323847022e-05,scannetpp,109+114+132+155+157+163+276+306,probe1,0.16641771793365479,0.0003932968247681856,0.0006212294101715088,0.00037082433118484914,5.309972038958222e-05,21d970d8de,theta_base
clean,1.870500091172289e-05,scannetpp,56+85+100+167+195+218+258+302,probe0,0.02500981092453003,0.00019715400412678719,0.0013437470188364387,0.0009093292756006122,0.00013556424528360367,21d970d8de,theta_rel
m0,0.0010820486349985003,scannetpp,56+85+100+167+195+218+258+302,probe0,0.18328022956848145,0.0004510814032983035,0.002844145055860281,0.0021360469982028008,0.00020517331722658128,21d970d8de,theta_rel
m1,0.00028541774372570217,scannetpp,56+85+100+167+195+218+258+302,probe0,0.18222098052501678,0.00022024917416274548,0.00030431151390075684,0.00032697743154130876,0.000182990450412035,21d970d8de,theta_rel
m2,0.0007597759831696749,scannetpp,56+85+100+167+195+218+258+302,probe0,0.18199566006660461,0.0004078489728271961,0.0015253623714670539,0.001103537855669856,0.00027931330259889364,21d970d8de,theta_rel
m3,0.00017281805048696697,scannetpp,56+85+100+167+195+218+258+302,probe0,0.1714964509010315,0.00014222791651263833,0.00047470134450122714,0.0003735243226401508,4.88933983433526e-05,21d970d8de,theta_rel
clean,1.6340028423655895e-06,scannetpp,109+114+132+155+157+163+276+306,probe1,0.02855551615357399,0.0005128550110384822,0.0005012750625610352,0.00044582266127690673,2.212144318036735e-05,21d970d8de,theta_rel
m0,4.730380169348791e-06,scannetpp,109+114+132+155+157+163+276+306,probe1,0.1832137554883957,0.0007261248538270593,0.0007029175758361816,0.00014758211909793317,0.000115144532173872,21d970d8de,theta_rel
m1,3.935241693397984e-05,scannetpp,109+114+132+155+157+163+276+306,probe1,0.1736709326505661,0.0002543036825954914,0.000268121570115909,0.00027556504937820137,1.1303513019811362e-05,21d970d8de,theta_rel
m2,0.00010267342440783978,scannetpp,109+114+132+155+157+163+276+306,probe1,0.17565011978149414,0.0004636267840396613,0.0007465680828318,0.0006998530589044094,2.7546911951503716e-05,21d970d8de,theta_rel
