after,before,branch,component,dataset,delta,eval_where,grad_norm_preclip,scene,state,update_input
2.0295381546020508e-05,3.5246215702500194e-05,base+R+t,rel_tdir,7scenes,-1.4950834156479686e-05,after_on_input,0.020573964342474937,chess,theta_base,pair5/m0
0.008342422544956207,0.008267353288829327,base+R+t,maskdistill,7scenes,7.506925612688065e-05,after_on_probe0_clean,0.020573964342474937,chess,theta_base,pair5/m0
1.133213663706556e-05,9.344114005216397e-06,base+R+t,rkd_sh_d,7scenes,1.9880226318491623e-06,after_on_probe0_clean,0.020573964342474937,chess,theta_base,pair5/m0
5.702983617084101e-05,4.6828830818412825e-05,base+R+t,rkd_sh_a,7scenes,1.0201005352428183e-05,after_on_probe0_clean,0.020573964342474937,chess,theta_base,pair5/m0
0.00011443616676842794,0.00013766737538389862,base+R+t,couple,7scenes,-2.3231208615470678e-05,after_on_probe0_clean,0.020573964342474937,chess,theta_base,pair5/m0
0.0002460198011249304,0.0002245780051453039,base+R+t,rel_rot,7scenes,2.1441795979626477e-05,after_on_probe0_clean,0.020573964342474937,chess,theta_base,pair5/m0
3.0279159545898438e-05,2.4318695068359375e-05,base+R+t,rel_tdir,7scenes,5.9604644775390625e-06,after_on_probe0_clean,0.020573964342474937,chess,theta_base,pair5/m0
0.11847101151943207,0.11966864764690399,base,maskdistill,7scenes,-0.0011976361274719238,after_on_input,0.01983611471951008,chess,theta_rel,pair5/m0
1.1843882020912133e-05,1.253076879947912e-05,base,rkd_sh_d,7scenes,-6.868867785669863e-07,after_on_input,0.01983611471951008,chess,theta_rel,pair5/m0
1.9303643057355657e-05,2.846117422450334e-05,base,rkd_sh_a,7scenes,-9.157531167147681e-06,after_on_input,0.01983611471951008,chess,theta_rel,pair5/m0
0.00043827667832374573,0.0005311024142429233,base,couple,7scenes,-9.282573591917753e-05,after_on_input,0.01983611471951008,chess,theta_rel,pair5/m0
8.912046905606985e-05,0.00012189026165287942,base,rel_rot,7scenes,-3.2769792596809566e-05,after_on_input,0.01983611471951008,chess,theta_rel,pair5/m0
1.8358230590820312e-05,2.5093555450439453e-05,base,rel_tdir,7scenes,-6.735324859619141e-06,after_on_input,0.01983611471951008,chess,theta_rel,pair5/m0
0.008287165313959122,0.008236706256866455,base,maskdistill,7scenes,5.0459057092666626e-05,after_on_probe0_clean,0.01983611471951008,chess,theta_rel,pair5/m0
9.85900896921521e-06,9.04613989405334e-06,base,rkd_sh_d,7scenes,8.128690751618706e-07,after_on_probe0_clean,0.01983611471951008,chess,theta_rel,pair5/m0
4.909397102892399e-05,4.5050313929095864e-05,base,rkd_sh_a,7scenes,4.043657099828124e-06,after_on_probe0_clean,0.01983611471951008,chess,theta_rel,pair5/m0
0.00019148840510752052,0.00022935669403523207,base,couple,7scenes,-3.7868288927711546e-05,after_on_probe0_clean,0.01983611471951008,chess,theta_rel,pair5/m0
0.00018474494572728872,0.0001484010717831552,base,rel_rot,7scenes,3.634387394413352e-05,after_on_probe0_clean,0.01983611471951008,chess,theta_rel,pair5/m0
2.7795633286586963e-05,2.7159851015312597e-05,base,rel_tdir,7scenes,6.357822712743655e-07,after_on_probe0_clean,0.01983611471951008,chess,theta_rel,pair5/m0
0.11850222945213318,0.11966864764690399,base+R,maskdistill,7scenes,-0.001166418194770813,after_on_input,0.020292403176426888,chess,theta_rel,pair5/m0
8.961837920651305e-06,1.253076879947912e-05,base+R,rkd_sh_d,7scenes,-3.568930878827814e-06,after_on_input,0.020292403176426888,chess,theta_rel,pair5/m0
1.4188641216605902e-05,2.846117422450334e-05,base+R,rkd_sh_a,7scenes,-1.4272533007897437e-05,after_on_input,0.020292403176426888,chess,theta_rel,pair5/m0
0.0004162300319876522,0.0005311024142429233,base+R,couple,7scenes,-0.00011487238225527108,after_on_input,0.020292403176426888,chess,theta_rel,pair5/m0
6.515538552775979e-05,0.00012189026165287942,base+R,rel_rot,7scenes,-5.6734876125119627e-05,after_on_input,0.020292403176426888,chess,theta_rel,pair5/m0
1.58846378326416e-05,2.5093555450439453e-05,base+R,rel_tdir,7scenes,-9.208917617797852e-06,after_on_input,0.020292403176426888,chess,theta_rel,pair5/m0
0.008283642120659351,0.008236706256866455,base+R,maskdistill,7scenes,4.693586379289627e-05,after_on_probe0_clean,0.020292403176426888,chess,theta_rel,pair5/m0
9.483557732892223e-06,9.04613989405334e-06,base+R,rkd_sh_d,7scenes,4.3741783883888274e-07,after_on_probe0_clean,0.020292403176426888,chess,theta_rel,pair5/m0
4.774730768986046e-05,4.5050313929095864e-05,base+R,rkd_sh_a,7scenes,2.696993760764599e-06,after_on_probe0_clean,0.020292403176426888,chess,theta_rel,pair5/m0
0.00020680949091911316,0.00022935669403523207,base+R,couple,7scenes,-2.2547203116118908e-05,after_on_probe0_clean,0.020292403176426888,chess,theta_rel,pair5/m0
0.00018513637769501656,0.0001484010717831552,base+R,rel_rot,7scenes,3.673530591186136e-05,after_on_probe0_clean,0.020292403176426888,chess,theta_rel,pair5/m0
3.0269226044765674e-05,2.7159851015312597e-05,base+R,rel_tdir,7scenes,3.1093750294530764e-06,after_on_probe0_clean,0.020292403176426888,chess,theta_rel,pair5/m0
0.11849502474069595,0.11966864764690399,base+t,maskdistill,7scenes,-0.0011736229062080383,after_on_input,0.01989908702671528,chess,theta_rel,pair5/m0
1.0513400411582552e-05,1.253076879947912e-05,base+t,rkd_sh_d,7scenes,-2.0173683878965676e-06,after_on_input,0.01989908702671528,chess,theta_rel,pair5/m0
2.169606159441173e-05,2.846117422450334e-05,base+t,rkd_sh_a,7scenes,-6.7651126300916076e-06,after_on_input,0.01989908702671528,chess,theta_rel,pair5/m0
0.00044639737461693585,0.0005311024142429233,base+t,couple,7scenes,-8.470503962598741e-05,after_on_input,0.01989908702671528,chess,theta_rel,pair5/m0
9.603773651178926e-05,0.00012189026165287942,base+t,rel_rot,7scenes,-2.5852525141090155e-05,after_on_input,0.01989908702671528,chess,theta_rel,pair5/m0
1.8984079360961914e-05,2.5093555450439453e-05,base+t,rel_tdir,7scenes,-6.109476089477539e-06,after_on_input,0.01989908702671528,chess,theta_rel,pair5/m0
