cam_pair,cond,dataset,frames,input,rot_chordal,rot_geodesic_deg,scene,state,t_rel_norm_student,t_rel_norm_teacher,tdir_1mc,tdir_angle_deg,view0_depth_finite_frac,view0_det,view0_orth_err,view1_depth_finite_frac,view1_det,view1_orth_err,view2_depth_finite_frac,view2_det,view2_orth_err,view3_depth_finite_frac,view3_det,view3_orth_err
01,clean,7scenes,80+163+330+246+580+413+830+496,pair8,0.0003249061992391944,0.7295416593551636,office,theta0,0.11530330777168274,0.12556582689285278,0.013085722923278809,6.557806491851807,1.0,1.0,4.1923894911199966e-12,,,,,,,,,
02,clean,7scenes,80+163+330+246+580+413+830+496,pair8,0.009062377735972404,3.8575243949890137,office,theta0,0.5443387627601624,0.6016248464584351,9.483098983764648e-05,0.5581307411193848,,,,1.0,1.0000001192092896,1.396651185814335e-07,,,,,,
03,clean,7scenes,80+163+330+246+580+413+830+496,pair8,0.001046187593601644,1.3104500770568848,office,theta0,0.8546114563941956,0.8871493935585022,7.104873657226562e-05,0.4829499423503876,,,,,,,1.0,1.0000001192092896,1.2235473434429878e-07,,,
12,clean,7scenes,80+163+330+246+580+413+830+496,pair8,0.011201983317732811,4.2888898849487305,office,theta0,0.6056807637214661,0.6644464731216431,0.0002466440200805664,0.8998339772224426,,,,,,,,,,1.0,0.9999999403953552,2.1450593123972794e-07
13,clean,7scenes,80+163+330+246+580+413+830+496,pair8,0.0023105370346456766,1.9474238157272339,office,theta0,0.831529438495636,0.8534370064735413,4.76837158203125e-06,0.1251145452260971,,,,,,,,,,,,
23,clean,7scenes,80+163+330+246+580+413+830+496,pair8,0.00449844915419817,2.717573642730713,office,theta0,0.6222249269485474,0.6400900483131409,0.0005211234092712402,1.3080586194992065,,,,,,,,,,,,
01,m0,7scenes,80+163+330+246+580+413+830+496,pair8,0.008204299956560135,3.670238494873047,office,theta0,0.15537412464618683,0.12556582689285278,0.031572937965393066,10.194199562072754,1.0,1.0,2.618520417857484e-12,,,,,,,,,
02,m0,7scenes,80+163+330+246+580+413+830+496,pair8,0.00760606536641717,3.5340209007263184,office,theta0,0.540960431098938,0.6016248464584351,0.006220638751983643,4.520127296447754,,,,1.0,0.9999998807907104,2.5623032229304954e-07,,,,,,
03,m0,7scenes,80+163+330+246+580+413+830+496,pair8,0.000398231262806803,0.8079403638839722,office,theta0,0.8328121900558472,0.8871493935585022,0.0004520416259765625,1.2182040214538574,,,,,,,1.0,1.0,1.2425911677382828e-07,,,
12,m0,7scenes,80+163+330+246+580+413+830+496,pair8,0.02475719153881073,6.37793493270874,office,theta0,0.6422238349914551,0.6644464731216431,0.003032684326171875,3.1556668281555176,,,,,,,,,,1.0,1.0000001192092896,2.4746572080402984e-07
13,m0,7scenes,80+163+330+246+580+413+830+496,pair8,0.01033097505569458,4.118655681610107,office,theta0,0.829816997051239,0.8534370064735413,0.0041550397872924805,3.6939029693603516,,,,,,,,,,,,
23,m0,7scenes,80+163+330+246+580+413+830+496,pair8,0.004681050777435303,2.7720582485198975,office,theta0,0.5666286945343018,0.6400900483131409,0.0015850663185119629,2.2812185287475586,,,,,,,,,,,,
01,m1,7scenes,80+163+330+246+580+413+830+496,pair8,0.005334855522960424,2.959359884262085,office,theta0,0.13748715817928314,0.12556582689285278,0.032787442207336426,10.388945579528809,1.0,1.0,7.70908656328546e-15,,,,,,,,,
02,m1,7scenes,80+163+330+246+580+413+830+496,pair8,0.020926253870129585,5.863341808319092,office,theta0,0.5011817812919617,0.6016248464584351,0.004322171211242676,3.7674880027770996,,,,1.0,1.0000001192092896,3.1359536478703376e-07,,,,,,
03,m1,7scenes,80+163+330+246+580+413+830+496,pair8,0.0009310838067904115,1.2360641956329346,office,theta0,0.8578641414642334,0.8871493935585022,0.00011980533599853516,0.6271376609802246,,,,,,,1.0,1.0,5.510898404281761e-08,,,
12,m1,7scenes,80+163+330+246+580+413+830+496,pair8,0.04604630544781685,8.702018737792969,office,theta0,0.5889500379562378,0.6644464731216431,0.001123189926147461,1.920302152633667,,,,,,,,,,1.0,0.9999999403953552,1.0622391499737205e-07
13,m1,7scenes,80+163+330+246+580+413+830+496,pair8,0.003768020309507847,2.4867968559265137,office,theta0,0.8581798076629639,0.8534370064735413,0.002612590789794922,2.9289071559906006,,,,,,,,,,,,
23,m1,7scenes,80+163+330+246+580+413+830+496,pair8,0.028758179396390915,6.874607086181641,office,theta0,0.5886845588684082,0.6400900483131409,0.002899646759033203,3.0856571197509766,,,,,,,,,,,,
01,m2,7scenes,80+163+330+246+580+413+830+496,pair8,0.0007307850755751133,1.0946792364120483,office,theta0,0.14720067381858826,0.12556582689285278,0.1265837550163269,20.494125366210938,1.0,0.9999999403953552,1.6469318964151825e-11,,,,,,,,,
02,m2,7scenes,80+163+330+246+580+413+830+496,pair8,0.025724906474351883,6.50155782699585,office,theta0,0.5865916013717651,0.6016248464584351,0.018055260181427002,7.704617500305176,,,,1.0,1.0000001192092896,2.704582300339098e-07,,,,,,
03,m2,7scenes,80+163+330+246+580+413+830+496,pair8,0.006630614399909973,3.2993059158325195,office,theta0,0.8097650408744812,0.8871493935585022,0.00010454654693603516,0.5858404636383057,,,,,,,1.0,1.0,1.2914610181269381e-07,,,
12,m2,7scenes,80+163+330+246+580+413+830+496,pair8,0.026933051645755768,6.652604579925537,office,theta0,0.6965921521186829,0.6644464731216431,0.021074891090393066,8.325060844421387,,,,,,,,,,1.0,1.0000001192092896,3.506335417569062e-07
13,m2,7scenes,80+163+330+246+580+413+830+496,pair8,0.010437537916004658,4.139808654785156,office,theta0,0.8472155928611755,0.8534370064735413,0.0012667179107666016,2.039320468902588,,,,,,,,,,,,
23,m2,7scenes,80+163+330+246+580+413+830+496,pair8,0.01518962625414133,4.994731903076172,office,theta0,0.47358402609825134,0.6400900483131409,0.018394649028778076,7.776828765869141,,,,,,,,,,,,
01,m3,7scenes,80+163+330+246+580+413+830+496,pair8,0.0003001244622282684,0.7010923624038696,office,theta0,0.11717865616083145,0.12556582689285278,0.03362548351287842,10.521247863769531,1.0,1.0,1.3184687716605303e-11,,,,,,,,,
