cam_pair,cond,dataset,frames,input,rot_chordal,rot_geodesic_deg,scene,state,t_rel_norm_student,t_rel_norm_teacher,tdir_1mc,tdir_angle_deg,view0_depth_finite_frac,view0_det,view0_orth_err,view1_depth_finite_frac,view1_det,view1_orth_err,view2_depth_finite_frac,view2_det,view2_orth_err,view3_depth_finite_frac,view3_det,view3_orth_err
01,clean,scannetpp,26+93+120+130+153+242+277+322,probe0,0.0019328321795910597,1.7813613414764404,09c1414f1b,theta0,0.761837899684906,0.6366958618164062,0.21790188550949097,26.99463653564453,1.0,0.9999999403953552,8.429376663343646e-08,,,,,,,,,
02,clean,scannetpp,26+93+120+130+153+242+277+322,probe0,0.309318482875824,22.68035316467285,09c1414f1b,theta0,0.8543213605880737,0.7996724843978882,0.025873780250549316,9.226179122924805,,,,1.0,1.0,1.7150814102251388e-08,,,,,,
03,clean,scannetpp,26+93+120+130+153+242+277+322,probe0,0.002278929343447089,1.934112787246704,09c1414f1b,theta0,1.01396906375885,0.9107718467712402,0.025878310203552246,9.226988792419434,,,,,,,1.0,1.0000001192092896,1.903716650986098e-07,,,
12,clean,scannetpp,26+93+120+130+153+242+277+322,probe0,0.2934498190879822,22.083410263061523,09c1414f1b,theta0,0.47013652324676514,0.18919317424297333,0.08133804798126221,16.39655113220215,,,,,,,,,,1.0,1.0,1.2221599376971426e-07
13,clean,scannetpp,26+93+120+130+153+242+277+322,probe0,0.0035888617858290672,2.4272096157073975,09c1414f1b,theta0,0.2524953782558441,0.4248668849468231,0.12164163589477539,20.085834503173828,,,,,,,,,,,,
23,clean,scannetpp,26+93+120+130+153+242+277+322,probe0,0.2858145534992218,21.7906494140625,09c1414f1b,theta0,0.5420748591423035,0.48705631494522095,0.02681499719619751,9.392851829528809,,,,,,,,,,,,
01,m0,scannetpp,26+93+120+130+153+242+277+322,probe0,0.003395774867385626,2.3609888553619385,09c1414f1b,theta0,0.5686803460121155,0.6366958618164062,0.3130943179130554,32.49345779418945,1.0,1.0,5.3151653217620165e-11,,,,,,,,,
02,m0,scannetpp,26+93+120+130+153+242+277+322,probe0,0.23813293874263763,19.869909286499023,09c1414f1b,theta0,0.6776702404022217,0.7996724843978882,0.06813251972198486,14.998249053955078,,,,1.0,1.0000001192092896,2.153037925722856e-08,,,,,,
03,m0,scannetpp,26+93+120+130+153+242+277+322,probe0,3.143414258956909,77.6345443725586,09c1414f1b,theta0,0.7283831834793091,0.9107718467712402,1.5254161357879639,76.27323913574219,,,,,,,1.0,1.0,1.420708457544606e-07,,,
12,m0,scannetpp,26+93+120+130+153+242+277+322,probe0,0.19799242913722992,18.10254669189453,09c1414f1b,theta0,0.37012338638305664,0.18919317424297333,0.018553495407104492,7.810373306274414,,,,,,,,,,1.0,1.0,7.832035464616638e-08
